net,length_um
_04370_,7.18
_04554_,7.18
_04743_,7.18
_04825_,7.18
_04929_,7.18
_00502_,7.165
_01049_,7.165
_01241_,7.165
_02131_,7.16
_02349_,7.16
_00541_,7.145
_00576_,7.145
_05544_,7.145
_03307_,7.14
_04559_,7.14
_01421_,7.135
_02211_,7.12
_02298_,7.12
_02891_,7.12
_03012_,7.12
_03319_,7.12
_03427_,7.12
_03758_,7.12
_03876_,7.12
_04752_,7.12
_05361_,7.12
_05491_,7.12
_00218_,7.105
_00346_,7.105
_00566_,7.105
_00612_,7.105
_00640_,7.105
_00993_,7.105
_01073_,7.105
_02365_,7.1
_02468_,7.1
_03945_,7.1
_04083_,7.1
_04645_,7.1
_04689_,7.1
_05022_,7.1
_05182_,7.1
_05188_,7.1
_05245_,7.1
count_cycle\[63\],7.1
net1272,7.1
net1368,7.1
net1434,7.1
net1480,7.1
net1757,7.1
net1836,7.1
net1886,7.1
_00835_,7.08
_01019_,7.08
_02053_,7.08
_02245_,7.08
_04077_,7.08
_03349_,7.065
_01863_,7.06
_03216_,7.06
_03553_,7.06
_03862_,7.06
_04466_,7.06
_05175_,7.06
_05270_,7.06
_05481_,7.06
_05503_,7.06
reg_out\[12\],7.06
net1390,7.06
net2147,7.06
_00165_,7.045
_00364_,7.045
_00904_,7.045
_01207_,7.045
_04940_,7.04
net1137,7.01
mem_addr[26],7.01
_01471_,7.005
_00533_,7
_00710_,7
_00837_,7
_03502_,7
reg_out\[28\],7
net1443,7
net1476,7
net1496,7
net1591,7
net1755,7
net1785,7
net1801,7
net1808,7
net1887,7
net1938,7
net1986,7
net2026,7
net2129,7
net2148,7
net2175,7
net2186,7
_04075_,6.995
_00443_,6.985
_00716_,6.985
_02395_,6.98
_03704_,6.98
_03965_,6.98
_03983_,6.98
_04235_,6.98
_05190_,6.98
net1329,6.98
net1356,6.98
net1926,6.98
net2144,6.98
net2166,6.98
net2249,6.98
_00069_,6.96
_02105_,6.96
_02867_,6.96
_03797_,6.96
_04026_,6.96
_04750_,6.96
_05437_,6.96
net1254,6.96
net1401,6.96
net1490,6.96
net1874,6.96
net2016,6.96
_00714_,6.945
_00760_,6.945
_01006_,6.945
_01022_,6.945
_00650_,6.935
_00221_,6.925
_00592_,6.925
_01287_,6.925
_01306_,6.925
net1287,6.92
net1679,6.92
net1777,6.92
net2043,6.92
_02104_,6.9
net1385,6.9
net1764,6.9
net1928,6.9
net1935,6.9
net2308,6.9
net2321,6.9
mem_addr[19],6.89
mem_la_wdata[6],6.89
net1161,6.89
net1204,6.89
net1192,6.89
_00109_,6.885
_00188_,6.885
_01464_,6.88
_02461_,6.88
_04682_,6.88
_04710_,6.88
_04848_,6.88
_05057_,6.88
net1547,6.88
net2188,6.88
_01422_,6.875
_01581_,6.86
_02212_,6.86
_02348_,6.86
_04113_,6.86
_04236_,6.86
_04314_,6.86
net1950,6.86
_01892_,6.855
_00146_,6.845
_02632_,6.84
_04115_,6.84
_04434_,6.84
_04981_,6.84
_05070_,6.84
_05210_,6.84
net1694,6.84
_00223_,6.825
_00232_,6.825
_00289_,6.825
_00342_,6.825
_00362_,6.825
_00550_,6.825
_00558_,6.825
_00898_,6.825
_00932_,6.825
_00983_,6.825
_01197_,6.825
_01213_,6.825
_01231_,6.825
_01384_,6.825
_01400_,6.825
_02285_,6.82
_04386_,6.82
_05122_,6.82
net149,6.82
_00341_,6.805
_05371_,6.79
_00157_,6.78
_02028_,6.78
_02555_,6.78
_03064_,6.78
_03156_,6.78
_03416_,6.78
_04123_,6.78
_04485_,6.78
_04952_,6.78
_05135_,6.78
_05224_,6.78
net1242,6.78
_00813_,6.765
_05564_,6.765
alu_out\[5\],6.765
_01629_,6.76
_01712_,6.76
_01951_,6.76
_03739_,6.76
_03771_,6.76
_03966_,6.76
_04241_,6.76
_04306_,6.76
_05108_,6.76
_05265_,6.76
net1263,6.76
net1505,6.76
_01610_,6.74
_02027_,6.74
_02418_,6.74
_05034_,6.74
_00027_,6.72
_02000_,6.72
_02106_,6.72
_02441_,6.72
_02990_,6.72
_03120_,6.72
_03478_,6.72
_03494_,6.72
_03631_,6.72
_04893_,6.72
_04914_,6.72
_05160_,6.72
_05379_,6.72
_05413_,6.72
_05458_,6.72
decoder_pseudo_trigger,6.72
_00041_,6.705
_00086_,6.705
_00140_,6.705
_00261_,6.705
_00406_,6.705
_00441_,6.705
_00569_,6.705
_00572_,6.705
_00786_,6.705
_00946_,6.705
_00963_,6.705
_00966_,6.705
_00968_,6.705
_01043_,6.705
_01199_,6.705
_01210_,6.705
_01211_,6.705
_01214_,6.705
_01236_,6.705
_01268_,6.705
_01312_,6.705
_01352_,6.705
_01412_,6.705
_01440_,6.705
_01529_,6.705
_05546_,6.705
mem_rdata[20],6.69
_00051_,6.685
_00124_,6.685
_00144_,6.685
_00500_,6.685
_01035_,6.685
_01293_,6.685
_01316_,6.685
pcpi_rs1[20],6.67
pcpi_rs1[31],6.67
_00808_,6.66
_01612_,6.66
_02223_,6.66
_02648_,6.66
_03685_,6.66
_05049_,6.66
_05295_,6.66
net1228,6.66
net1745,6.66
_00053_,6.645
_00198_,6.645
_00906_,6.645
_00977_,6.645
_01044_,6.645
_01081_,6.645
_00814_,6.64
_01012_,6.64
_01592_,6.64
_02346_,6.64
_02501_,6.64
_02747_,6.64
_02876_,6.64
_02918_,6.64
_03006_,6.64
_03018_,6.64
_03154_,6.64
_03550_,6.64
_03776_,6.64
_04185_,6.64
_04424_,6.64
_04548_,6.64
_04683_,6.64
_04704_,6.64
_04800_,6.64
_04829_,6.64
_04894_,6.64
_04984_,6.64
_05026_,6.64
_05050_,6.64
_05492_,6.64
net173,6.64
net1239,6.64
net1279,6.64
net1283,6.64
net1328,6.64
net1379,6.64
net1391,6.64
net1483,6.64
net1606,6.64
net1629,6.64
net1673,6.64
net1889,6.64
net1899,6.64
net2039,6.64
net2171,6.64
net2277,6.64
net2303,6.64
_04136_,6.635
_03159_,6.62
_04099_,6.62
_04360_,6.62
_01833_,6.6
_03143_,6.6
_03222_,6.6
_03658_,6.6
_03762_,6.6
_04092_,6.6
_04323_,6.6
_04512_,6.6
_04583_,6.6
_04719_,6.6
_05069_,6.6
_05215_,6.6
_05410_,6.6
_05416_,6.6
net1259,6.6
net1672,6.6
_00459_,6.565
_00885_,6.565
_01345_,6.565
_01477_,6.565
_00300_,6.56
_00669_,6.56
_00458_,6.54
_00581_,6.54
_02132_,6.54
_02432_,6.54
_03693_,6.54
_04403_,6.54
_05266_,6.54
net1465,6.54
net1601,6.54
net1714,6.54
net1791,6.54
net1830,6.54
net1988,6.54
net2110,6.54
net2198,6.54
net2222,6.54
_00538_,6.535
_00030_,6.525
_00205_,6.525
_00254_,6.525
_00844_,6.525
_00948_,6.525
_01442_,6.525
_03488_,6.525
_02080_,6.52
_02225_,6.52
_03818_,6.52
_03834_,6.52
_04358_,6.52
_04607_,6.52
_05433_,6.52
net2070,6.52
_00852_,6.5
_04422_,6.5
_05002_,6.5
net1485,6.5
net1576,6.5
net1578,6.5
net1631,6.5
net1750,6.5
net1985,6.5
net1990,6.5
net2108,6.5
_00998_,6.485
_01008_,6.485
_01026_,6.485
_05556_,6.485
alu_out\[22\],6.485
_00231_,6.465
_00280_,6.465
_00394_,6.465
_00747_,6.465
_01135_,6.465
_01190_,6.465
_01203_,6.465
_01522_,6.465
_01934_,6.46
net1773,6.46
net1958,6.46
_02232_,6.44
_03486_,6.44
_03556_,6.44
_04363_,6.44
reg_out\[0\],6.44
net1322,6.44
net1392,6.44
net1612,6.44
net1620,6.44
net1712,6.44
net1766,6.44
net1914,6.44
net2009,6.44
net2208,6.44
net2271,6.44
net2273,6.44
net2287,6.44
net1178,6.43
net1160,6.43
_00730_,6.425
_00848_,6.425
_01084_,6.425
net1361,6.42
net1671,6.42
net1816,6.42
net1819,6.42
net1848,6.42
net1851,6.42
net2022,6.42
net2120,6.42
net2309,6.42
_02052_,6.4
_02321_,6.4
_02788_,6.4
_03338_,6.4
_00360_,6.395
_00931_,6.385
_04010_,6.38
_04017_,6.38
_04162_,6.38
_04822_,6.38
_05037_,6.38
_00035_,6.365
_00044_,6.365
_00050_,6.365
_00067_,6.365
_00171_,6.365
_00178_,6.365
_00197_,6.365
_00208_,6.365
_00227_,6.365
_00237_,6.365
_00267_,6.365
_00273_,6.365
_00278_,6.365
_00290_,6.365
_00293_,6.365
_00294_,6.365
_00308_,6.365
_00318_,6.365
_00328_,6.365
_00375_,6.365
_00384_,6.365
_00385_,6.365
_00399_,6.365
_00418_,6.365
_00428_,6.365
_00457_,6.365
_00475_,6.365
_00485_,6.365
_00544_,6.365
_00567_,6.365
_00798_,6.365
_00900_,6.365
_00910_,6.365
_00938_,6.365
_00984_,6.365
_00987_,6.365
_00997_,6.365
_01037_,6.365
_01054_,6.365
_01061_,6.365
_01149_,6.365
_01157_,6.365
_01217_,6.365
_01223_,6.365
_01227_,6.365
_01229_,6.365
_01251_,6.365
_01257_,6.365
_01272_,6.365
_01335_,6.365
_01373_,6.365
_01382_,6.365
_01427_,6.365
_01460_,6.365
_01466_,6.365
_01502_,6.365
_01506_,6.365
_03029_,6.36
_03863_,6.36
_04474_,6.36
_01535_,6.355
_00597_,6.335
_00605_,6.325
_00723_,6.325
_01862_,6.32
_02226_,6.32
_02663_,6.32
_02865_,6.32
_03461_,6.32
_04273_,6.32
mem_rdata[25],6.31
_00438_,6.305
_00488_,6.305
_01011_,6.3
_01562_,6.3
_01668_,6.3
_02110_,6.3
_02279_,6.3
_02950_,6.3
_03031_,6.3
_03037_,6.3
_03182_,6.3
_03287_,6.3
_03298_,6.3
_03500_,6.3
_03717_,6.3
_04163_,6.3
_04717_,6.3
_05039_,6.3
_05052_,6.3
_05119_,6.3
_05153_,6.3
_05488_,6.3
instr_addi,6.3
net1355,6.3
net1565,6.3
net1820,6.3
net2065,6.3
_00617_,6.295
_02314_,6.28
_02808_,6.28
_02878_,6.28
_03377_,6.28
_03573_,6.28
_04700_,6.28
_00056_,6.275
_00625_,6.265
_00735_,6.265
_02082_,6.26
_02191_,6.26
_02901_,6.26
_03274_,6.26
_03580_,6.26
_03641_,6.26
_03648_,6.26
_03700_,6.26
_03934_,6.26
_04373_,6.26
_04415_,6.26
_04518_,6.26
_04570_,6.26
_04678_,6.26
_04747_,6.26
_04873_,6.26
_04887_,6.26
_05327_,6.26
_00065_,6.225
_00321_,6.225
_00440_,6.225
_00525_,6.225
_00586_,6.225
_00757_,6.225
_00851_,6.225
_01139_,6.225
_01146_,6.225
_01343_,6.225
_01391_,6.225
alu_out\[0\],6.225
net1136,6.21
net1119,6.21
net1121,6.21
mem_addr[11],6.21
mem_addr[28],6.21
mem_addr[9],6.21
mem_la_addr[22],6.21
mem_la_addr[2],6.21
mem_la_addr[3],6.21
mem_la_addr[4],6.21
mem_la_read,6.21
mem_la_wdata[14],6.21
mem_la_wdata[23],6.21
mem_la_wdata[25],6.21
mem_la_wstrb[0],6.21
mem_la_wstrb[1],6.21
mem_wdata[30],6.21
net1171,6.21
pcpi_rs1[28],6.21
pcpi_rs1[30],6.21
pcpi_rs2[16],6.21
pcpi_rs2[28],6.21
net1183,6.21
net1203,6.21
_00805_,6.2
_02845_,6.2
_04957_,6.2
_05080_,6.2
_05276_,6.2
net1367,6.2
net1523,6.2
net1532,6.2
net1562,6.2
net1940,6.2
_00049_,6.185
_00116_,6.185
_00377_,6.185
_00510_,6.185
_00769_,6.185
_00793_,6.185
_01065_,6.185
_01088_,6.185
_01514_,6.185
_00832_,6.18
_01763_,6.18
_01935_,6.18
_02737_,6.18
_02877_,6.18
_02884_,6.18
_02893_,6.18
_03134_,6.18
_03190_,6.18
_03523_,6.18
_03813_,6.18
_03991_,6.18
_04231_,6.18
_04385_,6.18
_04488_,6.18
_05170_,6.18
net1652,6.18
net1730,6.18
net1772,6.18
net2072,6.18
net2078,6.18
net2082,6.18
net2156,6.18
_00539_,6.165
_00925_,6.165
_01133_,6.165
_01171_,6.165
_02291_,6.16
_02415_,6.16
_02433_,6.16
_03548_,6.15
_02159_,6.14
_02377_,6.14
_02728_,6.14
_02798_,6.14
_03290_,6.14
_03855_,6.14
_03856_,6.14
_04000_,6.14
_04264_,6.14
_04508_,6.14
_04550_,6.14
_04725_,6.14
_04769_,6.14
_05029_,6.14
_05251_,6.14
_05291_,6.14
_05504_,6.14
cpuregs\[29\]\[15\],6.14
net56,6.14
net1303,6.14
net1412,6.14
net1642,6.14
net1746,6.14
net1771,6.14
net1873,6.14
net1932,6.14
net2052,6.14
net2074,6.14
net2312,6.14
_01971_,6.12
mem_la_wstrb[3],6.11
mem_rdata[7],6.11
_00186_,6.105
_00480_,6.105
_00560_,6.105
_01443_,6.105
_00090_,6.1
mem_rdata[15],6.09
mem_rdata[4],6.09
_00894_,6.08
_01142_,6.08
_03858_,6.08
_04333_,6.08
net1360,6.08
net1478,6.08
net1559,6.08
net1580,6.08
net1696,6.08
net1705,6.08
net1799,6.08
net1802,6.08
net1823,6.08
net1905,6.08
net1961,6.08
net1968,6.08
net2000,6.08
_00281_,6.065
_00920_,6.065
_01038_,6.065
_01170_,6.065
_01607_,6.06
_01748_,6.06
_02339_,6.06
_03404_,6.06
_03477_,6.06
_04088_,6.06
_04345_,6.06
_04375_,6.06
_04482_,6.06
_04509_,6.06
_05038_,6.06
_05203_,6.06
_05263_,6.06
net44,6.06
net1748,6.06
_00145_,6.04
_00296_,6.04
_00891_,6.04
_01505_,6.04
_01540_,6.04
_01721_,6.04
_02192_,6.04
_04111_,6.04
_04549_,6.04
_05260_,6.04
net1432,6.04
net1665,6.04
net1939,6.04
net2042,6.04
net2118,6.04
net2153,6.04
net2253,6.04
net2306,6.04
_00248_,6.025
_00638_,6.025
_00696_,6.025
_00700_,6.025
_03949_,6.02
net2300,6.02
_01276_,6.015
_00032_,6.005
_00063_,6.005
_00126_,6.005
_00287_,6.005
_00371_,6.005
_00439_,6.005
_00578_,6.005
_00608_,6.005
_01089_,6.005
_01256_,6.005
_01259_,6.005
_01288_,6.005
_01321_,6.005
_01450_,6.005
_01490_,6.005
_01501_,6.005
_05571_,6.005
_01812_,6
net1197,5.99
_00515_,5.985
_00756_,5.985
_03399_,5.985
_02155_,5.98
_02871_,5.98
_05310_,5.98
_05465_,5.98
net1248,5.98
net1288,5.98
net1310,5.98
net1469,5.98
net1539,5.98
net1615,5.98
net1727,5.98
net1753,5.98
net1810,5.98
net1821,5.98
net1881,5.98
net1884,5.98
net1888,5.98
net1896,5.98
net1941,5.98
net1996,5.98
net2036,5.98
net2111,5.98
net1185,5.97
_00093_,5.965
_00103_,5.965
_00331_,5.965
_01069_,5.965
_01269_,5.965
_01359_,5.965
alu_out\[3\],5.965
_00758_,5.96
_01226_,5.96
_02368_,5.96
_04285_,5.96
_04313_,5.96
_00556_,5.94
_01020_,5.94
_01475_,5.94
_01736_,5.94
_02778_,5.94
_02818_,5.94
_03323_,5.94
_03499_,5.94
_03659_,5.94
_05204_,5.94
_00135_,5.935
_00729_,5.935
_01946_,5.935
_01699_,5.92
_03036_,5.92
_04762_,5.92
_00180_,5.905
_00489_,5.905
_01966_,5.905
_01152_,5.9
net135,5.9
_00084_,5.895
_00244_,5.895
_00698_,5.895
_00887_,5.895
_00991_,5.895
_01215_,5.895
_01304_,5.895
_01444_,5.895
_00279_,5.885
_00763_,5.885
pcpi_rs1[4],5.87
_01486_,5.865
_01649_,5.86
_02090_,5.86
_03122_,5.86
_03638_,5.86
_04084_,5.86
_04923_,5.86
net1350,5.86
net1380,5.86
net1397,5.86
net1427,5.86
net1636,5.86
net1649,5.86
net1767,5.86
net2073,5.86
net2143,5.86
_01932_,5.84
_02194_,5.84
_02224_,5.84
_02230_,5.84
_02550_,5.84
_02636_,5.84
_02804_,5.84
_02937_,5.84
_03463_,5.84
_03625_,5.84
_03792_,5.84
_04304_,5.84
_04539_,5.84
_04722_,5.84
_04790_,5.84
_04824_,5.84
_05161_,5.84
_05286_,5.84
_05317_,5.84
_05471_,5.84
instr_or,5.84
net1374,5.84
_02031_,5.82
_02257_,5.82
_03015_,5.82
_03145_,5.82
_03591_,5.82
_04931_,5.82
_00829_,5.8
_02054_,5.8
_02079_,5.8
_02603_,5.8
_02926_,5.8
_03016_,5.8
_03215_,5.8
_03571_,5.8
_03767_,5.8
_03838_,5.8
_05162_,5.8
_05350_,5.8
_05466_,5.8
net1840,5.8
_00369_,5.775
_00388_,5.765
_00492_,5.765
_00643_,5.765
_00651_,5.765
_00751_,5.765
_00873_,5.765
_01280_,5.765
_01295_,5.765
_01369_,5.765
_01453_,5.765
_01504_,5.765
_01523_,5.765
_05543_,5.765
_05428_,5.75
net1125,5.75
mem_la_wdata[21],5.75
mem_la_write,5.75
net1195,5.75
trap,5.75
_00516_,5.74
_01010_,5.74
_01809_,5.74
_02063_,5.74
_03304_,5.74
_04124_,5.74
_04381_,5.74
_04621_,5.74
_04690_,5.74
_04705_,5.74
_04767_,5.74
_04909_,5.74
_04965_,5.74
_04991_,5.74
_05432_,5.74
mem_rdata_q\[9\],5.74
_02593_,5.73
_00473_,5.725
_01702_,5.72
_01788_,5.72
_02822_,5.72
_02880_,5.72
_02942_,5.72
_03622_,5.72
_03851_,5.72
_04246_,5.72
_04267_,5.72
_04282_,5.72
_04513_,5.72
_04681_,5.72
_04694_,5.72
_04858_,5.72
_04915_,5.72
_05117_,5.72
_05213_,5.72
_05271_,5.72
_05377_,5.72
_05502_,5.72
net62,5.72
net230,5.72
net1352,5.72
net1457,5.72
net1616,5.72
net1796,5.72
net1807,5.72
net1867,5.72
net2019,5.72
net2102,5.72
net2184,5.72
_00096_,5.705
_00506_,5.705
_00874_,5.705
_03336_,5.705
_02984_,5.7
_04087_,5.7
_01686_,5.68
_02894_,5.68
_02900_,5.68
_03097_,5.68
_03457_,5.68
_03495_,5.68
_03557_,5.68
_03735_,5.68
_04101_,5.68
_04666_,5.68
_04765_,5.68
_04807_,5.68
_05244_,5.68
_05518_,5.68
reg_out\[2\],5.68
net1438,5.68
net1697,5.68
_00513_,5.675
_05540_,5.665
_00119_,5.645
_00251_,5.645
_01182_,5.645
_01485_,5.645
mem_rdata[30],5.63
_00528_,5.625
_00316_,5.62
_01143_,5.62
_01565_,5.62
_03431_,5.62
_03938_,5.62
_04433_,5.62
net1244,5.62
net1341,5.62
net1353,5.62
net1439,5.62
net1507,5.62
net1756,5.62
net1811,5.62
net1904,5.62
net1922,5.62
net2003,5.62
net2068,5.62
net2086,5.62
net2133,5.62
net2189,5.62
net2195,5.62
net2200,5.62
net2220,5.62
net2229,5.62
net2267,5.62
_00303_,5.605
_00842_,5.6
_02403_,5.6
_02471_,5.6
_04107_,5.6
_04453_,5.6
_05074_,5.6
_05469_,5.6
net1274,5.6
net1734,5.6
_00934_,5.595
_00682_,5.585
_00322_,5.58
_01046_,5.58
_01411_,5.58
_03110_,5.58
_04280_,5.58
net1241,5.58
net1518,5.58
net1520,5.58
net2211,5.58
net2325,5.58
_04480_,5.56
_00058_,5.555
_01179_,5.555
_00255_,5.545
_00276_,5.545
_00304_,5.545
_00312_,5.545
_00405_,5.545
_00481_,5.545
_00623_,5.545
_00728_,5.545
net1115,5.53
net1139,5.53
mem_addr[20],5.53
mem_la_wdata[18],5.53
mem_la_wdata[26],5.53
mem_la_wdata[4],5.53
mem_wdata[31],5.53
mem_wstrb[2],5.53
mem_wstrb[3],5.53
net1159,5.53
pcpi_rs1[0],5.53
pcpi_rs1[17],5.53
pcpi_rs1[1],5.53
pcpi_rs1[26],5.53
pcpi_rs2[13],5.53
pcpi_rs2[14],5.53
pcpi_rs2[15],5.53
pcpi_rs2[24],5.53
pcpi_rs2[26],5.53
pcpi_rs2[27],5.53
net1217,5.53
_04041_,5.52
net1240,5.52
net1252,5.52
net1262,5.52
net1281,5.52
net1284,5.52
net1306,5.52
net1312,5.52
net1324,5.52
net1331,5.52
net1332,5.52
net1342,5.52
net1343,5.52
net1344,5.52
net1370,5.52
net1375,5.52
net1387,5.52
net1394,5.52
net1400,5.52
net1405,5.52
net1410,5.52
net1422,5.52
net1429,5.52
net1431,5.52
net1435,5.52
net1437,5.52
net1445,5.52
net1447,5.52
net1448,5.52
net1449,5.52
net1452,5.52
net1454,5.52
net1462,5.52
net1464,5.52
net1467,5.52
net1474,5.52
net1488,5.52
net1489,5.52
net1493,5.52
net1494,5.52
net1500,5.52
net1504,5.52
net1524,5.52
net1528,5.52
net1529,5.52
net1531,5.52
net1534,5.52
net1537,5.52
net1543,5.52
net1546,5.52
net1548,5.52
net1552,5.52
net1554,5.52
net1556,5.52
net1560,5.52
net1566,5.52
net1579,5.52
net1586,5.52
net1589,5.52
net1595,5.52
net1603,5.52
net1607,5.52
net1608,5.52
net1609,5.52
net1610,5.52
net1619,5.52
net1621,5.52
net1622,5.52
net1625,5.52
net1627,5.52
net1640,5.52
net1646,5.52
net1648,5.52
net1654,5.52
net1659,5.52
net1660,5.52
net1667,5.52
net1668,5.52
net1670,5.52
net1680,5.52
net1684,5.52
net1687,5.52
net1698,5.52
net1701,5.52
net1704,5.52
net1707,5.52
net1708,5.52
net1709,5.52
net1711,5.52
net1716,5.52
net1723,5.52
net1725,5.52
net1729,5.52
net1742,5.52
net1765,5.52
net1768,5.52
net1787,5.52
net1789,5.52
net1792,5.52
net1794,5.52
net1797,5.52
net1805,5.52
net1806,5.52
net1813,5.52
net1822,5.52
net1824,5.52
net1829,5.52
net1834,5.52
net1837,5.52
net1846,5.52
net1850,5.52
net1859,5.52
net1862,5.52
net1863,5.52
net1878,5.52
net1885,5.52
net1894,5.52
net1898,5.52
net1912,5.52
net1915,5.52
net1917,5.52
net1921,5.52
net1924,5.52
net1933,5.52
net1946,5.52
net1953,5.52
net1959,5.52
net1960,5.52
net1963,5.52
net1966,5.52
net1975,5.52
net1976,5.52
net1978,5.52
net1983,5.52
net1995,5.52
net1999,5.52
net2011,5.52
net2012,5.52
net2017,5.52
net2021,5.52
net2024,5.52
net2027,5.52
net2029,5.52
net2037,5.52
net2045,5.52
net2046,5.52
net2048,5.52
net2053,5.52
net2058,5.52
net2060,5.52
net2061,5.52
net2075,5.52
net2081,5.52
net2089,5.52
net2091,5.52
net2095,5.52
net2097,5.52
net2100,5.52
net2109,5.52
net2116,5.52
net2124,5.52
net2128,5.52
net2131,5.52
net2135,5.52
net2138,5.52
net2151,5.52
net2152,5.52
net2164,5.52
net2176,5.52
net2178,5.52
net2179,5.52
net2206,5.52
net2209,5.52
net2210,5.52
net2212,5.52
net2215,5.52
net2223,5.52
net2226,5.52
net2233,5.52
net2239,5.52
net2244,5.52
net2248,5.52
net2252,5.52
net2263,5.52
net2272,5.52
net2276,5.52
net2278,5.52
net2280,5.52
net2282,5.52
net2285,5.52
net2288,5.52
net2290,5.52
net2293,5.52
net2320,5.52
net2324,5.52
_00268_,5.505
_00327_,5.505
_00922_,5.505
_01153_,5.505
_01161_,5.505
_01426_,5.505
_01435_,5.505
_01452_,5.505
_00542_,5.5
_01532_,5.5
_02746_,5.5
_03013_,5.5
_04015_,5.5
_04599_,5.5
_04760_,5.5
_05294_,5.5
instr_add,5.5
net1645,5.5
net1675,5.5
_03896_,5.49
_01688_,5.48
_01887_,5.48
_04188_,5.48
_04327_,5.48
_04941_,5.48
_05008_,5.48
_05221_,5.48
net1585,5.48
_04821_,5.46
_05101_,5.46
instr_lhu,5.46
_01327_,5.445
_01423_,5.445
_03576_,5.44
_04167_,5.44
_00745_,5.435
_01198_,5.435
_00028_,5.425
mem_rdata[22],5.41
mem_rdata[6],5.41
_00562_,5.405
_01642_,5.4
_02065_,5.4
_02241_,5.4
_02520_,5.4
_02612_,5.4
_02713_,5.4
_02961_,5.4
_03394_,5.4
_03430_,5.4
_03898_,5.4
_04105_,5.4
_04278_,5.4
_04429_,5.4
_05090_,5.4
_05468_,5.4
net1229,5.4
net1230,5.4
net1269,5.4
_02276_,5.39
_00646_,5.38
_00809_,5.38
_00827_,5.38
_01025_,5.38
_01722_,5.38
_02169_,5.38
_02183_,5.38
_02714_,5.38
_02895_,5.38
_02910_,5.38
_02911_,5.38
_03836_,5.38
_04116_,5.38
_04745_,5.38
_04856_,5.38
_04864_,5.38
_04963_,5.38
_05141_,5.38
_05241_,5.38
_05314_,5.38
_05539_,5.38
net1662,5.38
net1828,5.38
net2317,5.38
_01638_,5.36
_03348_,5.36
_05187_,5.36
net1695,5.36
_02178_,5.34
_02272_,5.34
_02273_,5.34
_02357_,5.34
_02579_,5.34
_02849_,5.34
_03051_,5.34
_03121_,5.34
_03303_,5.34
_03324_,5.34
_03677_,5.34
_03977_,5.34
_04085_,5.34
_04182_,5.34
_04199_,5.34
_04912_,5.34
_04992_,5.34
_05169_,5.34
_05520_,5.34
_00725_,5.335
alu_out\[17\],5.325
net1292,5.32
_00201_,5.315
_01147_,5.315
net1134,5.31
mem_la_wdata[8],5.31
_00031_,5.305
_00060_,5.305
_00089_,5.305
_00139_,5.305
_00142_,5.305
_00149_,5.305
_00429_,5.305
_01063_,5.305
_01085_,5.305
_01129_,5.305
_01130_,5.305
_01314_,5.305
_01368_,5.305
_01513_,5.305
net1126,5.29
mem_rdata[0],5.29
net1214,5.29
_02675_,5.285
_03132_,5.285
_01013_,5.28
_01922_,5.28
_02037_,5.28
_02251_,5.28
_02645_,5.28
_03255_,5.28
_03974_,5.28
_04937_,5.28
_00062_,5.265
_00161_,5.265
_00765_,5.265
_01244_,5.265
_01654_,5.26
_01735_,5.26
_02062_,5.26
_02400_,5.26
_02457_,5.26
_02473_,5.26
_02477_,5.26
_02657_,5.26
_02812_,5.26
_03103_,5.26
_03367_,5.26
_04244_,5.26
_04899_,5.26
_04948_,5.26
_04970_,5.26
_04998_,5.26
_05307_,5.26
_05436_,5.26
net1253,5.26
net1460,5.26
net1519,5.26
net1557,5.26
net1948,5.26
_01048_,5.24
_03094_,5.24
_04797_,5.24
_01027_,5.22
_01990_,5.22
_02934_,5.22
_03173_,5.22
_03509_,5.22
_03803_,5.22
_03861_,5.22
_03964_,5.22
_04180_,5.22
_04528_,5.22
_04562_,5.22
_04574_,5.22
_04590_,5.22
_04687_,5.22
_04711_,5.22
_04727_,5.22
_04816_,5.22
_05110_,5.22
_05277_,5.22
_00867_,5.205
_05088_,5.2
_02595_,5.19
mem_la_addr[10],5.19
mem_la_addr[27],5.19
mem_la_addr[29],5.19
mem_la_addr[30],5.19
mem_la_wdata[24],5.19
mem_la_wdata[9],5.19
mem_wdata[11],5.19
mem_wdata[17],5.19
mem_wdata[19],5.19
mem_wdata[24],5.19
mem_wdata[25],5.19
pcpi_rs1[5],5.19
pcpi_rs2[3],5.19
pcpi_rs2[6],5.19
_00632_,5.185
_00641_,5.185
_00722_,5.185
_00726_,5.185
_00783_,5.185
_00896_,5.185
_05553_,5.185
_00731_,5.18
_00055_,5.16
_00425_,5.16
_02508_,5.16
_03592_,5.16
_04608_,5.16
net1261,5.16
net1395,5.16
net1475,5.16
net1486,5.16
net2283,5.16
_00112_,5.145
_01237_,5.145
_02088_,5.14
_02243_,5.14
_02661_,5.14
_03076_,5.14
_03078_,5.14
_03746_,5.14
_03943_,5.14
_03989_,5.14
_04447_,5.14
_05053_,5.14
_05373_,5.14
net2113,5.14
_02296_,5.12
_03927_,5.12
_04263_,5.12
_04795_,5.12
net1398,5.12
net1479,5.12
net1512,5.12
net1553,5.12
net1653,5.12
net1871,5.12
_02532_,5.1
_02760_,5.1
_00452_,5.095
_01446_,5.095
_00263_,5.085
_00333_,5.085
_00347_,5.085
_00609_,5.085
_00692_,5.085
_00847_,5.085
_00877_,5.085
_00954_,5.085
_01045_,5.085
_01294_,5.085
_02667_,5.07
net1116,5.07
mem_la_addr[25],5.07
mem_wdata[22],5.07
net1182,5.07
